,RCH1_0,RCH1_1,RCH1_2,RCH1_3,RCH1_4,RCH1_5,RCH1_6,RCH1_7,RCH1_8,RCH1_9,RCH1_10,RCH2_0,RCH2_1,RCH2_2,RCH2_3,RCH2_4,RCH2_5,RCH2_6,RCH2_7,RCH2_8,RCH2_9,RCH2_10,RCH3_0,RCH3_1,RCH3_2,RCH3_3,RCH3_4,RCH3_5,RCH3_6,RCH3_7,RCH3_8,RCH3_9,RCH3_10,RCH4_0,RCH4_1,RCH4_2,RCH4_3,RCH4_4,RCH4_5,RCH4_6,RCH4_7,RCH4_8,RCH4_9,RCH4_10,RCH5_0,RCH5_1,RCH5_2,RCH5_3,RCH5_4,RCH5_5,RCH5_6,RCH5_7,RCH5_8,RCH5_9,RCH5_10
18,0.0108,0.15442,0.298516,0.442124,0.585732,0.729828,0.873435,1.01704,1.16114,1.30524,1.44933,0.0108,0.177378,0.343943,0.51002,0.676585,0.842662,1.00825,1.17433,1.34089,1.50697,1.67403,0.0284,0.868551,1.69651,2.51187,3.19094,3.93351,4.71908,5.52077,6.3249,7.12561,7.92046,0.0289,0.868551,1.697,2.52555,3.35704,4.19342,5.0337,5.87642,6.71622,7.54819,8.37089,0.0284,0.868551,1.697,2.52506,3.35704,4.1939,5.0337,5.87642,6.71573,7.54722,8.3704
19,0.0069,0.174447,0.341989,0.509532,0.678051,0.846081,1.01509,1.1841,1.3531,1.5226,1.69309,0.0069,0.223782,0.441147,0.659001,0.876366,1.09471,1.31305,1.53188,1.75171,1.97204,2.19286,0.0069,0.209616,0.412328,0.615528,0.818728,1.02193,1.2261,1.43028,1.63495,1.84063,2.04679,0.0069,0.235993,0.46557,0.695147,0.925212,1.15577,1.38681,1.61932,1.85235,2.08636,2.32135,0.0069,0.271162,0.534932,0.799678,1.06589,1.3321,1.59831,1.86652,2.1357,2.40586,2.67749
20,0.0069,0.173959,0.341501,0.508555,0.676585,0.844128,1.01216,1.18068,1.3492,1.51772,1.68722,0.00642,0.221339,0.436262,0.650697,0.866597,1.08201,1.29742,1.5143,1.73119,1.94859,2.16599,0.00642,0.214501,0.421609,0.629693,0.837778,1.04586,1.25444,1.4635,1.67355,1.88362,2.09369,0.0069,0.238436,0.470455,0.702962,0.93547,1.16847,1.40195,1.63642,1.87238,2.10834,2.34577,0.00642,0.27507,0.544701,0.813843,1.08396,1.35359,1.6242,1.89632,2.16892,2.44299,2.71755
21,0.0069,0.174936,0.343455,0.511485,0.680982,0.849501,1.01851,1.18752,1.3575,1.52748,1.69797,0.0069,0.22427,0.442124,0.659978,0.87832,1.09617,1.315,1.53432,1.75415,1.97497,2.19579,0.0069,0.211082,0.415259,0.619924,0.825078,1.03023,1.23539,1.44152,1.64765,1.85479,2.06193,0.0069,0.238924,0.470943,0.703451,0.936447,1.16895,1.40244,1.63691,1.87238,2.10785,2.34479,0.0069,0.26872,0.531512,0.794793,1.05807,1.32282,1.58708,1.85235,2.1186,2.38632,2.65453
22,0.00642,0.172493,0.33857,0.504647,0.670724,0.837778,1.00385,1.17042,1.33796,1.5055,1.67306,0.00642,0.221828,0.437239,0.652651,0.868551,1.08445,1.30035,1.51723,1.7351,1.9525,2.17039,0.00642,0.21157,0.416235,0.620901,0.826543,1.0317,1.23734,1.44396,1.6501,1.85724,2.06535,0.0069,0.241855,0.477293,0.71322,0.949635,1.18556,1.42295,1.66084,1.89925,2.13912,2.37899,0.00642,0.272139,0.537374,0.803585,1.0698,1.3365,1.60369,1.87189,2.14059,2.41075,2.68188
23,0.00642,0.175913,0.34492,0.513439,0.682935,0.852431,1.02193,1.19191,1.36238,1.53335,1.70481,0.0069,0.218409,0.429912,0.641905,0.853897,1.06638,1.27935,1.49232,1.70579,1.92075,2.13521,0.0069,0.211082,0.415747,0.620412,0.825566,1.03072,1.23685,1.44298,1.64912,1.85675,2.06437,0.0069,0.240389,0.474362,0.708335,0.942797,1.17775,1.41318,1.64912,1.88655,2.12446,2.36385,0.00642,0.268232,0.529558,0.791862,1.05514,1.31793,1.58122,1.846,2.11127,2.37753,2.64524
24,0.0069,0.176401,0.346874,0.516859,0.687331,0.857804,1.02828,1.19973,1.37118,1.54312,1.71507,0.0069,0.215478,0.423562,0.632135,0.841197,1.05075,1.2603,1.47033,1.68039,1.89192,2.10297,0.0069,0.210593,0.415259,0.619924,0.825078,1.02974,1.23539,1.44152,1.64765,1.85479,2.06193,0.00642,0.242832,0.47827,0.714685,0.951589,1.18849,1.42637,1.66475,1.90462,2.14449,2.38583,0.00642,0.269209,0.531512,0.794793,1.05807,1.32233,1.58659,1.85235,2.11763,2.38485,2.65355
25,0.0069,0.175913,0.344432,0.513439,0.682447,0.851943,1.02144,1.19142,1.3619,1.53237,1.70335,0.0069,0.215478,0.424051,0.632135,0.841197,1.05075,1.25981,1.47033,1.68087,1.89192,2.10346,0.0069,0.210593,0.414282,0.61797,0.822635,1.02681,1.23197,1.43712,1.64277,1.84942,2.05607,0.0069,0.239413,0.472409,0.705405,0.939377,1.17384,1.4083,1.64472,1.88117,2.11909,2.35847,0.0069,0.265789,0.525162,0.784535,1.04489,1.30572,1.56656,1.8289,2.09222,2.35652,2.62228
26,0.00642,0.178843,0.351759,0.524674,0.697589,0.870993,1.04391,1.2178,1.3912,1.56607,1.74048,0.0069,0.216455,0.426005,0.635555,0.845593,1.05563,1.26665,1.47766,1.68869,1.90072,2.11323,0.0069,0.206686,0.406955,0.607712,0.807981,1.00923,1.21047,1.41221,1.61394,1.81718,2.01992,0.00642,0.235505,0.465082,0.693681,0.923747,1.15381,1.38437,1.6159,1.84795,2.0805,2.31451,0.00642,0.260416,0.513439,0.767928,1.02193,1.2769,1.53188,1.78835,2.04532,2.30278,2.5617
27,0.0103,0.149047,0.288259,0.426982,0.566193,0.705893,0.845104,0.984316,1.12402,1.2642,1.40488,0.0113,0.178355,0.345897,0.512951,0.680982,0.849012,1.01704,1.18507,1.35457,1.52309,1.6926,0.0108,0.172982,0.336128,0.498785,0.661932,0.824589,0.988224,1.15137,1.31598,1.4801,1.64423,0.0113,0.189101,0.367389,0.545189,0.723966,0.902254,1.08152,1.26127,1.44103,1.62176,1.80203,0.0123,0.202778,0.394255,0.585732,0.777697,0.970151,1.1626,1.35555,1.54898,1.74292,1.93736
28,0.00642,0.173959,0.341989,0.509532,0.678051,0.846081,1.01362,1.18263,1.35164,1.52065,1.69064,0.00642,0.216455,0.426493,0.636043,0.84657,1.0571,1.26762,1.47913,1.69113,1.90365,2.11665,0.00642,0.21157,0.416724,0.621878,0.827031,1.03267,1.2388,1.44542,1.65205,1.86017,2.06779,0.00642,0.235016,0.463616,0.692705,0.921793,1.15186,1.38143,1.61297,1.84453,2.07708,2.3106,0.00642,0.265301,0.524185,0.784047,1.04293,1.30426,1.56461,1.82695,2.08978,2.35408,2.61935
29,0.00642,0.175913,0.34492,0.513928,0.683424,0.853408,1.02339,1.19338,1.36385,1.53481,1.70579,0.0069,0.222805,0.439682,0.656558,0.873435,1.0908,1.30817,1.527,1.74585,1.9652,2.18553,0.0069,0.213524,0.420143,0.627251,0.834847,1.04244,1.25004,1.45861,1.66768,1.87727,2.08782,0.00642,0.239901,0.472409,0.705893,0.939377,1.17384,1.40879,1.64472,1.88117,2.11909,2.35799,0.00642,0.269209,0.532489,0.79577,1.06003,1.32477,1.59001,1.85675,2.12398,2.39267,2.66234
30,0.00642,0.172493,0.33857,0.505135,0.671212,0.838266,1.00483,1.17237,1.33992,1.50697,1.67501,0.00642,0.21792,0.429424,0.641416,0.853408,1.0654,1.27837,1.49134,1.7053,1.91928,2.13424,0.00642,0.21792,0.429912,0.641905,0.853897,1.06638,1.27886,1.49232,1.70628,1.92075,2.1357,0.00642,0.244297,0.482666,0.721035,0.959404,1.19826,1.43761,1.67745,1.91879,2.16062,2.40342,0.00642,0.271162,0.534932,0.800166,1.0654,1.33161,1.59831,1.86603,2.13424,2.40391,2.67505
31,0.00642,0.176401,0.345897,0.515882,0.685378,0.855851,1.02535,1.19631,1.36727,1.53872,1.71067,0.00642,0.219874,0.433332,0.646789,0.861224,1.07566,1.29009,1.50502,1.72093,1.93736,2.15475,0.00642,0.212547,0.418678,0.625297,0.832404,1.03902,1.24662,1.45422,1.6628,1.87238,2.08196,0.00642,0.234528,0.462639,0.691728,0.921304,1.15039,1.37997,1.61101,1.84307,2.07512,2.30864,0.00642,0.267255,0.528582,0.790885,1.0527,1.31598,1.57975,1.84453,2.11079,2.37802,2.64671
32,0.00642,0.174447,0.342478,0.510997,0.680005,0.848524,1.01655,1.18605,1.35603,1.52553,1.69602,0.00642,0.223293,0.439682,0.656558,0.873435,1.0908,1.30817,1.527,1.74585,1.96569,2.18602,0.00642,0.214989,0.423074,0.631647,0.840708,1.04977,1.25883,1.46936,1.67941,1.89094,2.10199,0.00593,0.237459,0.468501,0.700031,0.932539,1.16505,1.39853,1.633,1.86847,2.10492,2.34284,0.00642,0.268232,0.530047,0.792351,1.05514,1.31842,1.58268,1.84795,2.11421,2.38143,2.65062
33,0.00642,0.175913,0.345409,0.514905,0.684889,0.854874,1.02486,1.19533,1.36629,1.53774,1.71019,0.00593,0.219874,0.434309,0.648743,0.863178,1.07761,1.29351,1.50941,1.72582,1.94322,2.16159,0.00642,0.212547,0.419166,0.624808,0.832404,1.03902,1.24662,1.4547,1.66378,1.87287,2.08294,0.00642,0.242343,0.478759,0.715174,0.952566,1.18947,1.42686,1.66622,1.9056,2.14645,2.3873,0.00642,0.265301,0.524185,0.784047,1.04342,1.30426,1.5651,1.82695,2.08978,2.35359,2.61838
34,0.00593,0.174936,0.342966,0.510508,0.679028,0.847058,1.01558,1.18459,1.35408,1.52358,1.69358,0.00642,0.218897,0.431866,0.644835,0.857804,1.07077,1.28423,1.49867,1.71312,1.92856,2.14449,0.00642,0.213036,0.420143,0.627251,0.83387,1.04147,1.24955,1.45812,1.66622,1.8758,2.08538,0.00642,0.235505,0.464593,0.69417,0.924235,1.15479,1.38534,1.61688,1.84942,2.08245,2.31695,0.00642,0.266278,0.526628,0.786978,1.0483,1.30963,1.57145,1.83476,2.09857,2.36385,2.62961
35,0.00642,0.180309,0.354689,0.52907,0.703939,0.878808,1.05417,1.22904,1.40488,1.58073,1.75709,0.00642,0.225247,0.444078,0.662908,0.882716,1.10252,1.32233,1.54312,1.7649,1.9867,2.20947,0.00642,0.214013,0.421609,0.629693,0.837289,1.04586,1.25444,1.46398,1.67355,1.88362,2.09466,0.00642,0.239413,0.47192,0.705893,0.939866,1.17433,1.40879,1.64472,1.88117,2.11909,2.3575,0.00642,0.27507,0.543724,0.812866,1.08299,1.3531,1.6242,1.89681,2.17088,2.44543,2.72194
36,0.00642,0.179332,0.352736,0.525651,0.699055,0.872947,1.04586,1.22073,1.39462,1.56949,1.74536,0.00642,0.223293,0.44017,0.657535,0.874901,1.09227,1.31012,1.52895,1.7478,1.96764,2.18749,0.00642,0.21157,0.416235,0.621389,0.826055,1.0317,1.23734,1.44396,1.6501,1.85772,2.06535,0.00642,0.236482,0.467524,0.698078,0.929608,1.16065,1.39267,1.62567,1.85968,2.09418,2.33014,0.00642,0.276047,0.545678,0.816774,1.08738,1.35848,1.63055,1.90365,2.1782,2.45325,2.72976
37,0.00642,0.173959,0.341012,0.508066,0.675608,0.843151,1.01069,1.17921,1.34724,1.51625,1.68576,0.0069,0.223293,0.439682,0.657047,0.873435,1.0908,1.30865,1.527,1.74585,1.9652,2.18504,0.00642,0.216943,0.42747,0.637997,0.849012,1.06052,1.27251,1.4845,1.69748,1.91049,2.12446,0.00642,0.247716,0.489505,0.731293,0.97357,1.21634,1.45959,1.70335,1.94859,2.19433,2.44055,0.00642,0.278978,0.552028,0.825566,1.0991,1.37313,1.64863,1.92514,2.20214,2.48061,2.76005
38,0.00642,0.180797,0.355178,0.529558,0.703939,0.87832,1.05368,1.22806,1.40342,1.57926,1.75513,0.00642,0.22427,0.441635,0.659001,0.876854,1.09471,1.31354,1.53237,1.75171,1.97155,2.19237,0.00642,0.214013,0.421609,0.628716,0.836801,1.04489,1.25297,1.46203,1.6711,1.88117,2.09124,0.00642,0.242832,0.479247,0.716151,0.954031,1.19142,1.4293,1.66866,1.90853,2.14938,2.39169,0.00642,0.279955,0.553493,0.82752,1.10155,1.37704,1.65254,1.93003,2.20752,2.48696,2.76787
39,0.0069,0.174447,0.341501,0.509532,0.677074,0.845104,1.01314,1.18214,1.35066,1.51967,1.68918,0.0069,0.223293,0.44017,0.657047,0.873924,1.09129,1.30963,1.52797,1.74683,1.96667,2.18651,0.0069,0.214013,0.42112,0.628228,0.836312,1.04391,1.25248,1.46105,1.67061,1.88069,2.09173,0.00642,0.240878,0.475339,0.709312,0.944751,1.18019,1.41563,1.65254,1.88997,2.12886,2.36824,0.0069,0.272139,0.537862,0.803585,1.07077,1.33747,1.60564,1.87385,2.14352,2.41417,2.68579
40,0.00642,0.174936,0.343455,0.511974,0.680982,0.850478,1.01949,1.18947,1.35945,1.52993,1.70042,0.0069,0.214989,0.423074,0.631158,0.840708,1.04928,1.25834,1.46887,1.67892,1.88997,2.1015,0.0069,0.208639,0.411351,0.613574,0.816285,1.01949,1.22269,1.42637,1.63104,1.83623,2.04141,0.0069,0.236482,0.466547,0.697101,0.928143,1.15919,1.39072,1.62323,1.85675,2.09027,2.32574,0.0069,0.263836,0.521255,0.779162,1.03756,1.29693,1.55728,1.81864,2.08099,2.34479,2.60958
41,0.00642,0.174447,0.342478,0.509532,0.678051,0.847058,1.01509,1.1841,1.3531,1.5226,1.6926,0.00642,0.227201,0.447497,0.66877,0.890043,1.11132,1.33308,1.55533,1.77809,2.00184,2.22608,0.00642,0.21792,0.429424,0.641416,0.853408,1.0654,1.27788,1.49134,1.70481,1.91928,2.13375,0.00642,0.245762,0.48462,0.723966,0.963801,1.20364,1.44445,1.68576,1.92856,2.17185,2.41612,0.00642,0.278489,0.551051,0.823612,1.09715,1.37118,1.6457,1.92172,2.19823,2.47621,2.75565
42,0.00642,0.176401,0.345897,0.515393,0.685866,0.856339,1.02632,1.19729,1.36825,1.5397,1.71165,0.0069,0.222805,0.438705,0.655093,0.87197,1.08885,1.30572,1.52358,1.74194,1.96081,2.18065,0.00642,0.215966,0.426005,0.635555,0.845593,1.05563,1.26616,1.47815,1.69016,1.90267,2.11567,0.00642,0.24332,0.479735,0.717128,0.95452,1.19289,1.43126,1.6711,1.91146,2.15329,2.39658,0.00642,0.280443,0.55447,0.829474,1.10399,1.38046,1.65742,1.9354,2.21436,2.49526,2.77715
43,0.00642,0.173959,0.341989,0.509532,0.677562,0.845593,1.01314,1.18214,1.35115,1.51967,1.68967,0.00642,0.219874,0.432843,0.646301,0.860247,1.0737,1.28765,1.50208,1.718,1.93345,2.14987,0.00642,0.212059,0.417701,0.623832,0.829962,1.03658,1.24369,1.45031,1.65791,1.86603,2.07512,0.00642,0.244786,0.483643,0.722501,0.961847,1.20119,1.44152,1.68185,1.92368,2.16599,2.40928,0.00642,0.274582,0.543235,0.812378,1.08201,1.35164,1.62225,1.89436,2.16697,2.44152,2.71706
44,0.00642,0.174447,0.342478,0.510508,0.678539,0.847547,1.01558,1.18507,1.35408,1.52407,1.69406,0.00642,0.218409,0.430401,0.642393,0.854874,1.06784,1.28081,1.49427,1.70872,1.92319,2.13863,0.00642,0.210105,0.413793,0.616993,0.82117,1.02535,1.23001,1.43468,1.64033,1.84649,2.05314,0.0069,0.237459,0.468501,0.700031,0.932539,1.16456,1.39804,1.63202,1.86749,2.10346,2.34089,0.00642,0.272139,0.537862,0.804562,1.07175,1.33943,1.60759,1.87727,2.14743,2.42003,2.69361
45,0.00642,0.173959,0.341012,0.508066,0.67512,0.843151,1.01069,1.17872,1.34724,1.51576,1.68478,0.00642,0.215478,0.424539,0.633601,0.842662,1.0527,1.26274,1.47327,1.68429,1.89583,2.10834,0.00593,0.208639,0.410862,0.612597,0.815308,1.01802,1.22122,1.42442,1.6286,1.83281,2.03799,0.00642,0.229155,0.451893,0.674631,0.897858,1.12157,1.34578,1.57047,1.79568,2.02236,2.24953,0.0069,0.259439,0.511974,0.765974,1.01949,1.27397,1.52846,1.78444,2.04044,2.2979,2.55633
46,0.00642,0.174447,0.341989,0.51002,0.678051,0.846081,1.01411,1.18312,1.35213,1.52162,1.69162,0.00642,0.209616,0.412816,0.616016,0.819216,1.0229,1.22708,1.43126,1.63642,1.84258,2.04825,0.00642,0.207663,0.409397,0.610155,0.811889,1.01362,1.21585,1.41856,1.62176,1.82597,2.03018,0.00642,0.225736,0.446032,0.665839,0.886135,1.10692,1.3277,1.54947,1.77174,1.995,2.21875,0.00642,0.255043,0.50367,0.752785,1.00239,1.25248,1.50306,1.75513,2.00673,2.26028,2.51481
47,0.00642,0.170539,0.335151,0.499274,0.663885,0.828497,0.993108,1.15821,1.3238,1.48938,1.65498,0.00642,0.205709,0.404512,0.603316,0.803097,1.0019,1.20168,1.40195,1.60222,1.80301,2.00477,0.00642,0.203755,0.401093,0.598432,0.79577,0.994085,1.19142,1.39023,1.58952,1.78884,1.98865,0.00642,0.221828,0.437239,0.652651,0.868551,1.08445,1.30084,1.5182,1.73608,1.95445,2.17381,0.00642,0.245274,0.484132,0.722989,0.962335,1.20168,1.442,1.68283,1.92514,2.16697,2.40977
48,0.00642,0.174447,0.342966,0.511485,0.680005,0.849012,1.01753,1.18703,1.3575,1.52748,1.69846,0.00642,0.208639,0.411351,0.614062,0.817262,1.01997,1.22317,1.42686,1.63153,1.83623,2.04141,0.00642,0.202778,0.398162,0.594524,0.790885,0.988224,1.18507,1.3829,1.58024,1.77858,1.9779,0.00642,0.219874,0.433332,0.646789,0.860247,1.07468,1.28863,1.50453,1.72045,1.93736,2.15427,0.0069,0.241366,0.476316,0.711755,0.947193,1.18361,1.42002,1.65889,1.89778,2.13814,2.37997
49,0.00642,0.177866,0.348339,0.519301,0.690751,0.862201,1.03365,1.20559,1.37802,1.55093,1.72435,0.0069,0.210105,0.414282,0.618458,0.823124,1.0273,1.23197,1.43761,1.64326,1.84942,2.05656,0.00642,0.202289,0.398162,0.594524,0.790397,0.987247,1.18361,1.38095,1.57877,1.77663,1.97546,0.00642,0.221339,0.436262,0.650697,0.866597,1.0825,1.2984,1.51527,1.73315,1.95152,2.17088,0.00642,0.244297,0.482666,0.721035,0.959404,1.19924,1.43858,1.67941,1.92075,2.16306,2.40684
